host_x	host_y	n_x_known_plant	n_y_known_plant	n_x_plant_z	n_y_plant_z	plant_z	n_plant_z
anadasmus_janzen28	venada_nevada	67	49	16	6	persea_schiedeana	54
anadasmus_janzen30	cerconota_janzen102	16	8	13	1	persea_schiedeana	54
anadasmus_janzen30	stenoma_janzen06	16	136	13	11	persea_schiedeana	54
anadasmus_janzen30	stenoma_janzen06	16	136	13	11	persea_schiedeana	54
anadasmus_janzen30	venada_daneva	16	29	13	7	persea_schiedeana	54
anadasmus_janzen30	venada_nevada	16	49	13	6	persea_schiedeana	54
anadasmus_janzen30	venada_nevada	16	49	13	6	persea_schiedeana	54
anadasmus_janzen42	elachjanzen01_janzen187	72	3	29	1	guatteria_tonduzii	33
anadasmus_janzen42	elachjanzen01_janzen187	72	3	29	1	guatteria_tonduzii	33
anadasmus_janzen42	stenoma_janzen10	72	12	29	2	guatteria_tonduzii	33
anadasmus_janzen42	stenoma_phillips543	72	20	29	1	guatteria_tonduzii	33
anadasmus_janzen51	dyscophellus_phraxanor	10	4	10	2	virola_sebifera	12
antaeotricha_biolep38	eulepte_janzen03	16	5	4	1	anemopaegma_orbiculatum	20
antaeotricha_biolep38	polythrix_caunus	16	37	3	13	arrabidaea_chica	16
antaeotricha_biolep38	polythrix_caunus	16	37	4	15	anemopaegma_orbiculatum	20
antaeotricha_biolep38	polythrix_caunus	16	37	3	2	arrabidaea_verrucosa	5
antaeotricha_fascicularis	carthara_abruptadhj02	11	35	1	2	roupala_montana	6
antaeotricha_fascicularis	chlamydastis_christhompsoni	11	30	2	3	sideroxylon_capiri	17
antaeotricha_fascicularis	chlamydastis_elenaulateae	11	27	2	7	sideroxylon_capiri	17
antaeotricha_fascicularis	chlamydastis_tryphon	11	19	1	1	pouteria_viridis	14
antaeotricha_fascicularis	geljanzen01_janzen28	11	4	1	3	roupala_montana	6
antaeotricha_fascicularis	stenoma_janzen199	11	44	2	5	sideroxylon_capiri	17
antaeotricha_fascicularis	stenoma_janzen199	11	44	2	5	sideroxylon_capiri	17
antaeotricha_fascicularis	zamagiria_laidion	11	3	7	1	manilkara_chicle	8
antaeotricha_incrassatadhj02	antaeotricha_janzen224	74	124	59	1	dichapetalum_grayumii	69
antaeotricha_incrassatadhj02	astraptes_enotrus	74	150	5	12	dichapetalum_morenoi	21
antaeotricha_incrassatadhj02	astraptes_enotrus	74	150	5	12	dichapetalum_morenoi	21
antaeotricha_incrassatadhj02	pantographa_expansalisdhj02	74	56	1	1	bolbitis_portoricensis	2
antaeotricha_incrassatadhj02	porphyrogenes_peterwegei	74	83	5	4	dichapetalum_morenoi	21
antaeotricha_janzen07	antaeotricha_janzen09	32	42	6	1	guarea_bullata	31
antaeotricha_janzen07	antaeotricha_ribbei	32	31	6	1	guarea_bullata	31
antaeotricha_janzen07	antaeotricha_ribbei	32	31	2	21	cedrela_odorata	31
antaeotricha_janzen07	antaeotricha_ribbei	32	31	11	2	guarea_rhopalocarpa	33
antaeotricha_janzen07	cephise_burns01	32	86	1	1	guarea_zarceronensis	4
antaeotricha_janzen07	gonionota_janzen116	32	25	6	10	guarea_kegelii	58
antaeotricha_janzen07	gonionota_janzen116	32	25	1	1	guarea_zarceronensis	4
antaeotricha_janzen07	gonionota_janzen116	32	25	6	10	guarea_kegelii	58
antaeotricha_janzen07	gonionota_janzen116	32	25	1	1	guarea_zarceronensis	4
antaeotricha_janzen07	macalla_thyrsisalis	32	8	2	8	cedrela_odorata	31
antaeotricha_janzen07	myscelus_belti	32	35	6	5	guarea_kegelii	58
antaeotricha_janzen07	myscelus_belti	32	35	6	4	trichilia_adolfi	14
antaeotricha_janzen07	myscelus_belti	32	35	6	5	guarea_kegelii	58
antaeotricha_janzen07	myscelus_belti	32	35	6	4	trichilia_adolfi	14
antaeotricha_janzen07	nascus_burns01	32	22	6	14	guarea_kegelii	58
antaeotricha_janzen07	nascus_burns01	32	22	6	3	guarea_bullata	31
antaeotricha_janzen07	nascus_burns01	32	22	11	2	guarea_rhopalocarpa	33
antaeotricha_janzen07	passova_gellias	32	27	6	7	guarea_kegelii	58
antaeotricha_janzen07	passova_gellias	32	27	1	1	guarea_zarceronensis	4
antaeotricha_janzen07	passova_gellias	32	27	6	1	guarea_bullata	31
antaeotricha_janzen07	passova_gellias	32	27	11	5	guarea_rhopalocarpa	33
antaeotricha_janzen07	passova_gellias	32	27	6	2	trichilia_adolfi	14
antaeotricha_janzen07	staphylus_caribbea	32	61	11	1	guarea_rhopalocarpa	33
antaeotricha_janzen07	stenoma_biolep391	32	18	6	2	trichilia_adolfi	14
antaeotricha_janzen07	stenoma_biolep391	32	18	6	2	trichilia_adolfi	14
antaeotricha_janzen09	antaeotricha_ribbei	42	31	1	1	guarea_bullata	31
antaeotricha_janzen09	gonionota_janzen116	42	25	1	11	guarea_bullata	31
antaeotricha_janzen09	myscelus_belti	42	35	1	8	guarea_bullata	31
antaeotricha_janzen09	nascus_burns01	42	22	1	2	guarea_excelsa	3
antaeotricha_janzen09	nascus_burns01	42	22	1	2	guarea_excelsa	3
antaeotricha_janzen09	passova_gellias	42	27	1	1	guarea_bullata	31
antaeotricha_janzen106	hyalothyrus_neleus	3	27	3	1	myrcia_splendens	28
antaeotricha_janzen106	parelbella_macleannani	3	22	3	3	myrcia_splendens	28
antaeotricha_janzen106	phocides_nigrescens	3	57	3	21	myrcia_splendens	28
antaeotricha_janzen110	desmia_janzen07	73	40	5	1	ardisia_auriculata	6
antaeotricha_janzen110	megalota_brown15dhj01	73	4	9	3	parathesis_glabra	12
antaeotricha_janzen110	megalota_brown15dhj01	73	4	9	3	parathesis_glabra	12
antaeotricha_janzen13	antaeotricha_janzen290	12	81	1	1	inga_spectabilis	34
antaeotricha_janzen13	antaeotricha_janzen290	12	81	1	1	inga_spectabilis	34
antaeotricha_janzen13	antaeotricha_janzen31	12	136	6	9	inga_samanensis	24
antaeotricha_janzen13	antaeotricha_janzen31	12	136	3	32	inga_oerstediana	500
antaeotricha_janzen13	antaeotricha_janzen31	12	136	1	22	inga_spectabilis	34
antaeotricha_janzen13	antaeotricha_janzen77	12	39	6	4	inga_samanensis	24
antaeotricha_janzen13	antaeotricha_janzen77	12	39	6	4	inga_samanensis	24
antaeotricha_janzen13	antaeotricha_phillips01	12	50	3	5	inga_oerstediana	500
antaeotricha_janzen13	astraptes_enotrus	12	150	3	1	inga_oerstediana	500
antaeotricha_janzen13	astraptes_inflatio	12	181	1	1	inga_spectabilis	34
antaeotricha_janzen13	astraptes_inflatio	12	181	1	1	inga_spectabilis	34
antaeotricha_janzen13	cerconota_janzen82	12	28	3	21	inga_oerstediana	500
antaeotricha_janzen13	hemiceras_nigrescens	12	99	3	21	inga_oerstediana	500
antaeotricha_janzen13	hemiceras_pallidula	12	5	3	1	inga_oerstediana	500
antaeotricha_janzen13	hemiceras_sabis	12	52	3	37	inga_oerstediana	500
antaeotricha_janzen13	hemiceras_vecina	12	108	3	8	inga_oerstediana	500
antaeotricha_janzen13	microthyris_prolongalisdhj02	12	89	3	1	inga_oerstediana	500
antaeotricha_janzen13	narcosius_samson	12	31	3	8	inga_oerstediana	500
antaeotricha_janzen13	omiodes_humeralisdhj07	12	194	6	3	inga_samanensis	24
antaeotricha_janzen13	omiodes_humeralisdhj07	12	194	3	120	inga_oerstediana	500
antaeotricha_janzen13	omiodes_humeralisdhj07	12	194	1	9	inga_spectabilis	34
antaeotricha_janzen13	phybiolep01_biolep758	12	11	3	1	inga_oerstediana	500
antaeotricha_janzen13	telemiades_antiope	12	11	3	3	inga_oerstediana	500
antaeotricha_janzen13	telemiades_fides	12	272	6	2	inga_samanensis	24
antaeotricha_janzen13	telemiades_fides	12	272	3	96	inga_oerstediana	500
antaeotricha_janzen13	telemiades_fides	12	272	1	41	zygia_longifolia	42
antaeotricha_janzen134	chloropaschia_pegalis	11	48	11	46	calophyllum_brasiliense	59
antaeotricha_janzen134	geljanzen01_janzen347	11	4	11	2	calophyllum_brasiliense	59
antaeotricha_janzen146	antaeotricha_janzen221	90	53	1	13	rhynchosia_reticulata	27
antaeotricha_janzen146	antaeotricha_janzen49	90	34	1	13	ormosia_panamensis	14
antaeotricha_janzen146	antaeotricha_janzen49	90	34	1	2	machaerium_floribundum	28
antaeotricha_janzen146	antaeotricha_janzen49	90	34	14	2	pterocarpus_officinalis	18
antaeotricha_janzen146	antaeotricha_renselariana	90	45	10	4	lonchocarpus_oliganthus	88
antaeotricha_janzen146	antaeotricha_renselariana	90	45	14	1	pterocarpus_officinalis	18
antaeotricha_janzen146	antaeotricha_renselariana	90	45	4	1	swartzia_cubensis	11
antaeotricha_janzen146	antaeotricha_renselariana	90	45	10	4	lonchocarpus_oliganthus	88
antaeotricha_janzen146	antaeotricha_renselariana	90	45	14	1	pterocarpus_officinalis	18
antaeotricha_janzen146	antaeotricha_renselariana	90	45	4	1	swartzia_cubensis	11
antaeotricha_janzen146	astraptes_augeas	90	247	10	1	lonchocarpus_oliganthus	88
antaeotricha_janzen146	astraptes_enotrus	90	150	10	26	lonchocarpus_oliganthus	88
antaeotricha_janzen146	astraptes_enotrus	90	150	14	1	pterocarpus_officinalis	18
antaeotricha_janzen146	astraptes_enotrus	90	150	4	16	lonchocarpus_guatemalensis	51
antaeotricha_janzen146	astraptes_enotrus	90	150	1	13	machaerium_floribundum	28
antaeotricha_janzen146	astraptes_enotrus	90	150	28	1	pterocarpus_rohrii	46
antaeotricha_janzen146	chioides_catillus	90	33	1	12	rhynchosia_reticulata	27
antaeotricha_janzen146	codatractus_imalena	90	27	10	23	lonchocarpus_oliganthus	88
antaeotricha_janzen146	epargyreus_burns11	90	47	1	2	machaerium_floribundum	28
antaeotricha_janzen146	epipajanzen01_janzen22	90	27	4	2	lonchocarpus_guatemalensis	51
antaeotricha_janzen146	hyalothyrus_neleus	90	27	4	1	swartzia_cubensis	11
antaeotricha_janzen146	inga_biolep146	90	24	10	8	lonchocarpus_oliganthus	88
antaeotricha_janzen146	inga_biolep146	90	24	10	8	lonchocarpus_oliganthus	88
antaeotricha_janzen146	mylon_lassia	90	28	1	25	cissampelos_pareira	99
antaeotricha_janzen146	omiodes_cuniculalis	90	177	10	6	lonchocarpus_oliganthus	88
antaeotricha_janzen146	omiodes_cuniculalis	90	177	28	7	pterocarpus_rohrii	46
antaeotricha_janzen146	omiodes_cuniculalis	90	177	4	18	lonchocarpus_guatemalensis	51
antaeotricha_janzen146	omiodes_cuniculalis	90	177	22	16	pterocarpus_hayesii	42
antaeotricha_janzen146	omiodes_cuniculalis	90	177	4	5	swartzia_cubensis	11
antaeotricha_janzen146	omphalocera_cariosa	90	25	1	25	cissampelos_pareira	99
antaeotricha_janzen146	polygonus_leo	90	27	10	8	lonchocarpus_oliganthus	88
antaeotricha_janzen146	polygonus_leo	90	27	10	8	lonchocarpus_oliganthus	88
antaeotricha_janzen146	polythrix_asine	90	7	10	1	lonchocarpus_oliganthus	88
antaeotricha_janzen146	polythrix_kanshul	90	22	1	2	machaerium_floribundum	28
antaeotricha_janzen146	polythrix_kanshul	90	22	28	3	pterocarpus_rohrii	46
antaeotricha_janzen146	polythrix_kanshul	90	22	1	2	machaerium_floribundum	28
antaeotricha_janzen146	polythrix_kanshul	90	22	28	3	pterocarpus_rohrii	46
antaeotricha_janzen146	porphyrogenes_peterwegei	90	83	1	5	machaerium_floribundum	28
antaeotricha_janzen146	proteides_mercurius	90	27	10	1	lonchocarpus_oliganthus	88
antaeotricha_janzen146	proteides_mercurius	90	27	10	1	lonchocarpus_oliganthus	88
antaeotricha_janzen146	stenoma_patensdhj05	90	36	1	34	cissampelos_pareira	99
antaeotricha_janzen146	stenoma_patensdhj06	90	18	1	14	cissampelos_pareira	99
antaeotricha_janzen146	telemiades_nicomedes	90	32	1	3	machaerium_floribundum	28
antaeotricha_janzen146	urbanus_esta	90	119	1	1	rhynchosia_reticulata	27
antaeotricha_janzen146	urbanus_proteus	90	503	28	2	pterocarpus_rohrii	46
antaeotricha_janzen15	cephise_aelius	2	27	2	4	banisteriopsis_muricata	29
antaeotricha_janzen15	cephise_nuspesez	2	9	2	2	banisteriopsis_muricata	29
antaeotricha_janzen15	elachjanzen01_janzen873	2	6	2	1	banisteriopsis_muricata	29
antaeotricha_janzen15	elbella_scylla	2	35	2	1	banisteriopsis_muricata	29
antaeotricha_janzen15	gorgythion_begga	2	7	2	1	banisteriopsis_muricata	29
antaeotricha_janzen15	microthyris_alvinalis	2	18	2	18	banisteriopsis_muricata	29
antaeotricha_janzen150	cephise_aelius	6	27	1	1	hiraea_reclinata	34
antaeotricha_janzen150	cephise_burns01	6	86	1	17	hiraea_reclinata	34
antaeotricha_janzen150	cephise_burns01	6	86	1	17	hiraea_reclinata	34
antaeotricha_janzen150	cephise_nuspesez	6	9	1	2	hiraea_reclinata	34
antaeotricha_janzen150	cephise_nuspesez	6	9	1	2	hiraea_reclinata	34
antaeotricha_janzen150	chiomara_georgina	6	21	1	1	hiraea_reclinata	34
antaeotricha_janzen150	elachjanzen01_janzen345	6	31	1	3	hiraea_reclinata	34
antaeotricha_janzen150	elachjanzen01_janzen345	6	31	1	3	hiraea_reclinata	34
antaeotricha_janzen150	elbella_scylla	6	35	1	4	hiraea_reclinata	34
antaeotricha_janzen150	gorgythion_begga	6	7	1	1	hiraea_reclinata	34
antaeotricha_janzen150	gorgythion_begga	6	7	1	1	hiraea_reclinata	34
antaeotricha_janzen150	polythrix_kanshul	6	22	1	1	hiraea_reclinata	34
antaeotricha_janzen150	sostrata_bifasciata	6	82	1	2	hiraea_reclinata	34
antaeotricha_janzen150	sostrata_bifasciata	6	82	1	2	hiraea_reclinata	34
antaeotricha_janzen150	timochares_trifasciata	6	19	1	1	hiraea_reclinata	34
antaeotricha_janzen150	timochares_trifasciata	6	19	1	1	hiraea_reclinata	34
antaeotricha_janzen221	antaeotricha_radicalis	53	64	1	3	conostegia_xalapensis	347
antaeotricha_janzen221	antaeotricha_radicalisepr01	53	15	1	8	conostegia_xalapensis	347
antaeotricha_janzen221	antaeotricha_radicalisepr03	53	161	1	74	conostegia_xalapensis	347
antaeotricha_janzen221	ategumia_lotanalisdhj03	53	61	1	28	conostegia_xalapensis	347
antaeotricha_janzen221	ategumia_lotanalisdhj09	53	86	1	49	conostegia_xalapensis	347
antaeotricha_janzen221	ategumia_matutinalisdhj03	53	67	1	2	conostegia_xalapensis	347
antaeotricha_janzen221	chioides_catillus	53	33	13	12	rhynchosia_reticulata	27
antaeotricha_janzen221	chlamydastis_vitorbeckeri	53	9	1	7	conostegia_xalapensis	347
antaeotricha_janzen221	omiodes_indicata	53	6	31	3	desmodium_incanum	176
antaeotricha_janzen221	parastenia_retractalis	53	2	2	1	calopogonium_mucunoides	17
antaeotricha_janzen221	phostria_latiapicalis	53	28	2	1	calopogonium_mucunoides	17
antaeotricha_janzen221	phyjanzen01_janzen856	53	19	1	1	conostegia_xalapensis	347
antaeotricha_janzen221	staphylus_caribbea	53	61	31	2	desmodium_incanum	176
antaeotricha_janzen221	stenoma_janzen19	53	198	31	1	desmodium_incanum	176
antaeotricha_janzen221	stenoma_janzen19	53	198	31	1	desmodium_incanum	176
antaeotricha_janzen221	stenoma_janzen20	53	88	1	51	conostegia_xalapensis	347
antaeotricha_janzen221	tancoa_crinitadhj04	53	67	1	22	conostegia_xalapensis	347
antaeotricha_janzen221	tosta_platypterus	53	38	1	11	conostegia_xalapensis	347
antaeotricha_janzen221	urbanus_dorantes	53	23	31	9	desmodium_incanum	176
antaeotricha_janzen221	urbanus_dorantes	53	23	2	6	desmodium_adscendens	86
antaeotricha_janzen221	urbanus_dorantes	53	23	1	2	desmodium_infractum	22
antaeotricha_janzen221	urbanus_esmeraldus	53	184	1	1	desmodium_infractum	22
antaeotricha_janzen221	urbanus_esmeraldus	53	184	1	1	desmodium_infractum	22
antaeotricha_janzen221	urbanus_esta	53	119	1	1	desmodium_axillare	6
antaeotricha_janzen221	urbanus_esta	53	119	1	15	desmodium_infractum	22
antaeotricha_janzen221	urbanus_esta	53	119	2	62	desmodium_adscendens	86
antaeotricha_janzen221	urbanus_esta	53	119	31	26	desmodium_incanum	176
antaeotricha_janzen221	urbanus_esta	53	119	13	1	rhynchosia_reticulata	27
antaeotricha_janzen221	urbanus_proteus	53	503	2	6	calopogonium_mucunoides	17
antaeotricha_janzen221	urbanus_proteus	53	503	1	4	desmodium_axillare	6
antaeotricha_janzen221	urbanus_proteus	53	503	1	3	desmodium_infractum	22
antaeotricha_janzen221	urbanus_proteus	53	503	2	6	calopogonium_mucunoides	17
antaeotricha_janzen221	urbanus_proteus	53	503	1	4	desmodium_axillare	6
antaeotricha_janzen221	urbanus_proteus	53	503	1	3	desmodium_infractum	22
antaeotricha_janzen221	urbanus_simplicius	53	24	31	1	desmodium_incanum	176
antaeotricha_janzen221	urbanus_simplicius	53	24	31	1	desmodium_incanum	176
antaeotricha_janzen224	antaeotricha_radicalisepr01	124	15	1	2	miconia_lacera	152
antaeotricha_janzen224	antaeotricha_radicalisepr03	124	161	1	15	miconia_lacera	152
antaeotricha_janzen224	astraptes_enotrus	124	150	1	9	dichapetalum_grayumii	69
antaeotricha_janzen224	ategumia_lotanalisdhj09	124	86	1	12	miconia_lacera	152
antaeotricha_janzen224	ategumia_lotanalisdhj10	124	1	1	1	miconia_lacera	152
antaeotricha_janzen224	ategumia_matutinalisdhj03	124	67	1	55	miconia_lacera	152
antaeotricha_janzen224	geljanzen01_janzen369	124	34	1	19	miconia_lacera	152
antaeotricha_janzen224	stenoma_janzen06	124	136	1	7	nectandra_umbrosa	37
antaeotricha_janzen224	stenoma_janzen19	124	198	1	7	miconia_lacera	152
antaeotricha_janzen224	stenoma_janzen20	124	88	1	10	miconia_lacera	152
antaeotricha_janzen224	tancoa_crinitadhj04	124	67	1	29	miconia_lacera	152
antaeotricha_janzen224	tosta_platypterus	124	38	1	1	miconia_lacera	152
antaeotricha_janzen225	lethata_trochalosticta	2	30	2	22	psidium_guajava	67
antaeotricha_janzen225	phocides_burns01	2	8	2	7	psidium_guajava	67
antaeotricha_janzen225	phocides_lilea	2	35	2	32	psidium_guajava	67
antaeotricha_janzen225	strepsicrates_brown25	2	2	2	2	psidium_guajava	67
antaeotricha_janzen225	strepsicrates_brown37	2	2	2	2	psidium_guajava	67
antaeotricha_janzen233	elachbiolep01_biolep754	12	13	8	13	tapirira_brenesii	21
antaeotricha_janzen233	stenoma_biolep86	12	12	2	6	mosquitoxylum_jamaicense	8
antaeotricha_janzen24	antaeotricha_janzen245	34	26	7	25	coccoloba_tuerckheimii	32
antaeotricha_janzen245	bungalotis_diophorus	26	28	1	27	simarouba_amara	28
antaeotricha_janzen290	antaeotricha_janzen31	81	136	66	32	inga_oerstediana	500
antaeotricha_janzen290	antaeotricha_janzen31	81	136	4	40	inga_sapindoides	302
antaeotricha_janzen290	antaeotricha_janzen31	81	136	6	7	inga_chocoensis	26
antaeotricha_janzen290	antaeotricha_janzen31	81	136	2	13	inga_punctata	152
antaeotricha_janzen290	antaeotricha_janzen31	81	136	1	22	inga_spectabilis	34
antaeotricha_janzen290	antaeotricha_janzen77	81	39	66	21	inga_oerstediana	500
antaeotricha_janzen290	antaeotricha_janzen77	81	39	4	3	inga_sapindoides	302
antaeotricha_janzen290	antaeotricha_janzen77	81	39	66	21	inga_oerstediana	500
antaeotricha_janzen290	antaeotricha_janzen77	81	39	4	3	inga_sapindoides	302
antaeotricha_janzen290	antaeotricha_phillips01	81	50	2	17	inga_punctata	152
antaeotricha_janzen290	antaeotricha_phillips01	81	50	2	17	inga_punctata	152
antaeotricha_janzen290	astraptes_enotrus	81	150	66	1	inga_oerstediana	500
antaeotricha_janzen290	astraptes_inflatio	81	181	2	4	inga_edulis	15
antaeotricha_janzen290	astraptes_inflatio	81	181	2	19	inga_punctata	152
antaeotricha_janzen290	astraptes_inflatio	81	181	1	1	inga_spectabilis	34
antaeotricha_janzen290	astraptes_inflatio	81	181	2	4	inga_edulis	15
antaeotricha_janzen290	astraptes_inflatio	81	181	2	19	inga_punctata	152
antaeotricha_janzen290	astraptes_inflatio	81	181	1	1	inga_spectabilis	34
antaeotricha_janzen290	cerconota_janzen82	81	28	66	21	inga_oerstediana	500
antaeotricha_janzen290	cerconota_janzen82	81	28	4	1	inga_sapindoides	302
antaeotricha_janzen290	cerconota_janzen82	81	28	66	21	inga_oerstediana	500
antaeotricha_janzen290	cerconota_janzen82	81	28	4	1	inga_sapindoides	302
antaeotricha_janzen290	dubiella_belpa	81	47	6	1	inga_chocoensis	26
antaeotricha_janzen290	hemiceras_nigrescens	81	99	2	35	inga_punctata	152
antaeotricha_janzen290	hemiceras_nigrescens	81	99	66	21	inga_oerstediana	500
antaeotricha_janzen290	hemiceras_nigrescens	81	99	4	21	inga_sapindoides	302
antaeotricha_janzen290	hemiceras_pallidula	81	5	66	1	inga_oerstediana	500
antaeotricha_janzen290	hemiceras_sabis	81	52	66	37	inga_oerstediana	500
antaeotricha_janzen290	hemiceras_sabis	81	52	2	4	inga_edulis	15
antaeotricha_janzen290	hemiceras_sabis	81	52	4	1	inga_sapindoides	302
antaeotricha_janzen290	hemiceras_vecina	81	108	2	1	inga_punctata	152
antaeotricha_janzen290	hemiceras_vecina	81	108	66	8	inga_oerstediana	500
antaeotricha_janzen290	hemiceras_vecina	81	108	4	98	inga_sapindoides	302
antaeotricha_janzen290	microthyris_prolongalisdhj02	81	89	66	1	inga_oerstediana	500
antaeotricha_janzen290	narcosius_samson	81	31	66	8	inga_oerstediana	500
antaeotricha_janzen290	narcosius_samson	81	31	4	16	inga_sapindoides	302
antaeotricha_janzen290	narcosius_samson	81	31	66	8	inga_oerstediana	500
antaeotricha_janzen290	narcosius_samson	81	31	4	16	inga_sapindoides	302
antaeotricha_janzen290	omiodes_humeralis	81	1	4	1	inga_sapindoides	302
antaeotricha_janzen290	omiodes_humeralisdhj07	81	194	66	120	inga_oerstediana	500
antaeotricha_janzen290	omiodes_humeralisdhj07	81	194	4	41	inga_sapindoides	302
antaeotricha_janzen290	omiodes_humeralisdhj07	81	194	2	1	inga_edulis	15
antaeotricha_janzen290	omiodes_humeralisdhj07	81	194	2	5	inga_punctata	152
antaeotricha_janzen290	omiodes_humeralisdhj07	81	194	1	9	inga_spectabilis	34
antaeotricha_janzen290	phybiolep01_biolep758	81	11	66	1	inga_oerstediana	500
antaeotricha_janzen290	telemiades_antiope	81	11	66	3	inga_oerstediana	500
antaeotricha_janzen290	telemiades_antiope	81	11	4	1	inga_sapindoides	302
antaeotricha_janzen290	telemiades_antiope	81	11	66	3	inga_oerstediana	500
antaeotricha_janzen290	telemiades_antiope	81	11	4	1	inga_sapindoides	302
antaeotricha_janzen290	telemiades_fides	81	272	66	96	inga_oerstediana	500
antaeotricha_janzen290	telemiades_fides	81	272	4	39	inga_sapindoides	302
antaeotricha_janzen290	telemiades_fides	81	272	66	96	inga_oerstediana	500
antaeotricha_janzen290	telemiades_fides	81	272	4	39	inga_sapindoides	302
antaeotricha_janzen31	antaeotricha_janzen77	136	39	32	21	inga_oerstediana	500
antaeotricha_janzen31	antaeotricha_janzen77	136	39	9	4	inga_samanensis	24
antaeotricha_janzen31	antaeotricha_janzen77	136	39	7	1	inga_chocoensis	26
antaeotricha_janzen31	antaeotricha_janzen77	136	39	13	5	inga_punctata	152
