host_x	host_y	n_x_known_plant	n_y_known_plant	n_x_plant_z	n_y_plant_z	plant_z	n_plant_z
conga_chydaea	urbanus_simplicius	72	24	2	4	daytime_net	106
conga_chydaea	urbanus_teleus	72	13	8	1	ichnanthus_pallens	17
conga_chydaea	urbanus_teleus	72	13	8	1	ichnanthus_pallens	17
conga_chydaea	vehilius_vetula	72	15	1	1	homolepis_aturensis	23
conga_chydaea	vehilius_vetula	72	15	1	1	paspalum_virgatum	134
conga_chydaea	vehilius_vetula	72	15	1	1	homolepis_aturensis	23
conga_chydaea	vehilius_vetula	72	15	1	1	paspalum_virgatum	134
conga_chydaea	venada_daneva	72	29	1	1	light_trap	9
conga_chydaea	xenophanes_tryxus	72	39	2	4	daytime_net	106
corticea_corticea	cymaenes_odilia	38	88	5	1	brachiaria_arrecta	14
corticea_corticea	cymaenes_odilia	38	88	1	7	megathyrsus_maximus	49
corticea_corticea	cymaenes_odilia	38	88	2	2	paspalum_convexum	9
corticea_corticea	cymaenes_odilia	38	88	1	4	setaria_paniculifera	151
corticea_corticea	cymaenes_odilia	38	88	3	1	arundinella_deppeana	17
corticea_corticea	cymaenes_odilia	38	88	3	1	homolepis_aturensis	23
corticea_corticea	cymaenes_odilia	38	88	1	2	oryza_latifolia	11
corticea_corticea	cymaenes_odilia	38	88	14	7	paspalum_virgatum	134
corticea_corticea	cymaenes_odilia	38	88	1	2	zea_mays	10
corticea_corticea	dubiella_belpa	38	47	1	1	megathyrsus_maximus	49
corticea_corticea	justinia_norda	38	22	3	1	homolepis_aturensis	23
corticea_corticea	lerema_liris	38	26	1	1	megathyrsus_maximus	49
corticea_corticea	lerema_liris	38	26	1	5	paspalum_arundinaceum	6
corticea_corticea	lerema_liris	38	26	1	1	megathyrsus_maximus	49
corticea_corticea	lerema_liris	38	26	1	5	paspalum_arundinaceum	6
corticea_corticea	morys_valerius	38	52	1	15	olyra_latifolia	181
corticea_corticea	morys_valerius	38	52	1	2	megathyrsus_maximus	49
corticea_corticea	morys_valerius	38	52	1	1	oryza_latifolia	11
corticea_corticea	niconiades_incomptus	38	33	1	33	olyra_latifolia	181
corticea_corticea	nyctelius_nyctelius	38	11	1	1	setaria_paniculifera	151
corticea_corticea	nyctelius_nyctelius	38	11	1	1	setaria_paniculifera	151
corticea_corticea	orses_cynisca	38	37	1	26	olyra_latifolia	181
corticea_corticea	parphorus_decora	38	78	1	72	olyra_latifolia	181
corticea_corticea	perichares_adela	38	215	5	4	brachiaria_arrecta	14
corticea_corticea	perichares_adela	38	215	1	27	megathyrsus_maximus	49
corticea_corticea	perichares_adela	38	215	1	5	panicum_polygonatum	7
corticea_corticea	perichares_adela	38	215	3	6	saccharum_spontaneum	10
corticea_corticea	perichares_adela	38	215	1	1	zea_mays	10
corticea_corticea	perichares_adela	38	215	5	4	brachiaria_arrecta	14
corticea_corticea	perichares_adela	38	215	1	27	megathyrsus_maximus	49
corticea_corticea	perichares_adela	38	215	1	5	panicum_polygonatum	7
corticea_corticea	perichares_adela	38	215	3	6	saccharum_spontaneum	10
corticea_corticea	perichares_adela	38	215	1	1	zea_mays	10
corticea_corticea	perichares_poaceaphaga	38	61	5	1	brachiaria_arrecta	14
corticea_corticea	perichares_poaceaphaga	38	61	1	1	panicum_polygonatum	7
corticea_corticea	perichares_poaceaphaga	38	61	3	1	saccharum_spontaneum	10
corticea_corticea	perichares_poaceaphaga	38	61	1	5	zea_mays	10
corticea_corticea	perichares_poaceaphaga	38	61	5	1	brachiaria_arrecta	14
corticea_corticea	perichares_poaceaphaga	38	61	1	1	panicum_polygonatum	7
corticea_corticea	perichares_poaceaphaga	38	61	3	1	saccharum_spontaneum	10
corticea_corticea	perichares_poaceaphaga	38	61	1	5	zea_mays	10
corticea_corticea	turesis_complanula	38	54	1	1	olyra_latifolia	181
corticea_corticea	urbanus_teleus	38	13	2	5	paspalum_convexum	9
corticea_corticea	vehilius_vetula	38	15	14	1	paspalum_virgatum	134
corticea_corticea	vehilius_vetula	38	15	14	1	paspalum_virgatum	134
corticea_corticea	vettius_aurelius	38	44	1	1	olyra_latifolia	181
crambidbiolep01_biolep77	geljanzen01_janzen28	3	4	2	1	vernonia_tortuosa	4
crambidbiolep01_biolep77	spilobiolep01_biolep414	3	44	2	1	vernonia_tortuosa	4
crambidbiolep01_biolep77	spilobiolep01_biolep414	3	44	2	1	vernonia_tortuosa	4
cyclosemia_subcaerulea	saliana_antoninus	7	113	7	20	costus_laevis	75
cyclosemia_subcaerulea	saliana_burns03	7	82	7	22	costus_laevis	75
cyclosemia_subcaerulea	saliana_esperi	7	92	7	18	costus_laevis	75
cyclosemia_subcaerulea	saliana_placens	7	33	7	8	costus_laevis	75
cymaenes_odilia	cynea_megalops	88	73	2	1	daytime_net	106
cymaenes_odilia	dubiella_belpa	88	47	7	1	megathyrsus_maximus	49
cymaenes_odilia	eantis_thraso	88	26	2	1	light_trap	9
cymaenes_odilia	eantis_thraso	88	26	2	1	light_trap	9
cymaenes_odilia	elbella_scylla	88	35	2	2	daytime_net	106
cymaenes_odilia	epargyreus_burns02	88	55	2	1	daytime_net	106
cymaenes_odilia	euphyes_janzen01	88	48	2	1	daytime_net	106
cymaenes_odilia	herpetogramma_phaeopteralis	88	13	1	7	paspalum_nutans	35
cymaenes_odilia	herpetogramma_phaeopteralis	88	13	1	7	paspalum_nutans	35
cymaenes_odilia	hesperjanzen01_janzen55	88	72	2	1	daytime_net	106
cymaenes_odilia	jemadia_suekentonmiller	88	13	2	1	daytime_net	106
cymaenes_odilia	justinia_norda	88	22	1	1	homolepis_aturensis	23
cymaenes_odilia	justinia_norda	88	22	1	1	homolepis_aturensis	23
cymaenes_odilia	lerema_liris	88	26	2	5	lasiacis_procerrima	32
cymaenes_odilia	lerema_liris	88	26	2	3	oryza_latifolia	11
cymaenes_odilia	lerema_liris	88	26	1	1	panicum_vulgaris	7
cymaenes_odilia	lerema_liris	88	26	3	1	rottboellia_cochinchinensis	15
cymaenes_odilia	lerema_liris	88	26	2	5	lasiacis_procerrima	32
cymaenes_odilia	lerema_liris	88	26	2	3	oryza_latifolia	11
cymaenes_odilia	lerema_liris	88	26	1	1	panicum_vulgaris	7
cymaenes_odilia	lerema_liris	88	26	3	1	rottboellia_cochinchinensis	15
cymaenes_odilia	morvina_fissimacula	88	16	2	1	daytime_net	106
cymaenes_odilia	morys_valerius	88	52	2	2	lasiacis_procerrima	32
cymaenes_odilia	morys_valerius	88	52	2	1	oryza_latifolia	11
cymaenes_odilia	morys_valerius	88	52	3	3	rottboellia_cochinchinensis	15
cymaenes_odilia	morys_valerius	88	52	2	2	lasiacis_procerrima	32
cymaenes_odilia	morys_valerius	88	52	2	1	oryza_latifolia	11
cymaenes_odilia	morys_valerius	88	52	3	3	rottboellia_cochinchinensis	15
cymaenes_odilia	mylon_lassia	88	28	2	2	daytime_net	106
cymaenes_odilia	mylon_pelopidas	88	26	2	1	daytime_net	106
cymaenes_odilia	narcosius_colossus	88	43	2	1	light_trap	9
cymaenes_odilia	nisoniades_godma	88	56	2	2	daytime_net	106
cymaenes_odilia	nyctelius_nyctelius	88	11	1	1	cynodon_nlemfuensis	2
cymaenes_odilia	nyctelius_nyctelius	88	11	7	3	megathyrsus_maximus	49
cymaenes_odilia	nyctelius_nyctelius	88	11	4	1	setaria_paniculifera	151
cymaenes_odilia	nyctelius_nyctelius	88	11	1	1	cynodon_nlemfuensis	2
cymaenes_odilia	nyctelius_nyctelius	88	11	7	3	megathyrsus_maximus	49
cymaenes_odilia	nyctelius_nyctelius	88	11	4	1	setaria_paniculifera	151
cymaenes_odilia	orses_cynisca	88	37	2	1	lasiacis_procerrima	32
cymaenes_odilia	perichares_adela	88	215	1	11	arundinella_deppeana	17
cymaenes_odilia	perichares_adela	88	215	1	2	homolepis_aturensis	23
cymaenes_odilia	perichares_adela	88	215	2	5	lasiacis_procerrima	32
cymaenes_odilia	perichares_adela	88	215	2	4	oryza_latifolia	11
cymaenes_odilia	perichares_adela	88	215	1	4	paspalum_botteri	8
cymaenes_odilia	perichares_adela	88	215	1	1	paspalum_saccharoides	4
cymaenes_odilia	perichares_adela	88	215	3	5	rottboellia_cochinchinensis	15
cymaenes_odilia	perichares_adela	88	215	2	1	zea_mays	10
cymaenes_odilia	perichares_adela	88	215	1	11	arundinella_deppeana	17
cymaenes_odilia	perichares_adela	88	215	1	2	homolepis_aturensis	23
cymaenes_odilia	perichares_adela	88	215	2	5	lasiacis_procerrima	32
cymaenes_odilia	perichares_adela	88	215	2	4	oryza_latifolia	11
cymaenes_odilia	perichares_adela	88	215	1	4	paspalum_botteri	8
cymaenes_odilia	perichares_adela	88	215	1	1	paspalum_saccharoides	4
cymaenes_odilia	perichares_adela	88	215	3	5	rottboellia_cochinchinensis	15
cymaenes_odilia	perichares_adela	88	215	2	1	zea_mays	10
cymaenes_odilia	perichares_poaceaphaga	88	61	1	2	arundinella_deppeana	17
cymaenes_odilia	perichares_poaceaphaga	88	61	2	1	light_trap	9
cymaenes_odilia	perichares_poaceaphaga	88	61	1	1	paspalum_saccharoides	4
cymaenes_odilia	perichares_poaceaphaga	88	61	3	1	rottboellia_cochinchinensis	15
cymaenes_odilia	perichares_poaceaphaga	88	61	2	5	zea_mays	10
cymaenes_odilia	perichares_poaceaphaga	88	61	1	2	arundinella_deppeana	17
cymaenes_odilia	perichares_poaceaphaga	88	61	2	1	light_trap	9
cymaenes_odilia	perichares_poaceaphaga	88	61	1	1	paspalum_saccharoides	4
cymaenes_odilia	perichares_poaceaphaga	88	61	3	1	rottboellia_cochinchinensis	15
cymaenes_odilia	perichares_poaceaphaga	88	61	2	5	zea_mays	10
cymaenes_odilia	phocides_pigmaliondhj02	88	30	2	1	daytime_net	106
cymaenes_odilia	polyctor_polyctor	88	121	2	1	daytime_net	106
cymaenes_odilia	proteides_mercurius	88	27	2	1	daytime_net	106
cymaenes_odilia	pythonides_amaryllis	88	32	2	1	daytime_net	106
cymaenes_odilia	quadrus_cerialis	88	59	2	1	daytime_net	106
cymaenes_odilia	sostrata_bifasciata	88	82	2	1	daytime_net	106
cymaenes_odilia	staphylus_caribbea	88	61	2	1	daytime_net	106
cymaenes_odilia	staphylus_vulgata	88	79	2	2	daytime_net	106
cymaenes_odilia	turesis_complanula	88	54	2	1	daytime_net	106
cymaenes_odilia	udranomia_orcinus	88	72	2	1	daytime_net	106
cymaenes_odilia	urbanus_dorantes	88	23	2	3	daytime_net	106
cymaenes_odilia	urbanus_doryssusdhj02	88	78	2	4	daytime_net	106
cymaenes_odilia	urbanus_proteus	88	503	2	1	daytime_net	106
cymaenes_odilia	urbanus_segnestami	88	259	2	1	daytime_net	106
cymaenes_odilia	urbanus_simplicius	88	24	2	4	daytime_net	106
cymaenes_odilia	urbanus_teleus	88	13	1	1	paspalum_botteri	8
cymaenes_odilia	urbanus_teleus	88	13	2	5	paspalum_convexum	9
cymaenes_odilia	urbanus_teleus	88	13	2	2	daytime_net	106
cymaenes_odilia	urbanus_teleus	88	13	2	3	paspalum_conjugatum	6
cymaenes_odilia	urbanus_teleus	88	13	1	1	paspalum_nutans	35
cymaenes_odilia	vehilius_vetula	88	15	1	1	homolepis_aturensis	23
cymaenes_odilia	vehilius_vetula	88	15	1	7	paspalum_nutans	35
cymaenes_odilia	vehilius_vetula	88	15	2	1	daytime_net	106
cymaenes_odilia	vehilius_vetula	88	15	14	2	ischaemum_timorense	28
cymaenes_odilia	vehilius_vetula	88	15	7	1	paspalum_virgatum	134
cymaenes_odilia	venada_daneva	88	29	2	1	light_trap	9
cymaenes_odilia	vettius_aurelius	88	44	2	16	lasiacis_procerrima	32
cymaenes_odilia	xenophanes_tryxus	88	39	2	4	daytime_net	106
cynea_burns02	cynea_irma	23	38	6	3	calathea_marantifolia	60
cynea_burns02	cynea_irma	23	38	6	3	calathea_marantifolia	60
cynea_burns02	quinta_cannae	23	66	6	1	calathea_macrosepala	35
cynea_burns02	quinta_cannae	23	66	6	1	calathea_macrosepala	35
cynea_burns02	rhinthon_molion	23	20	1	8	calathea_lutea	97
cynea_burns02	rhinthon_molion	23	20	1	8	calathea_lutea	97
cynea_burns02	rhinthon_osca	23	8	6	1	calathea_macrosepala	35
cynea_burns02	rhinthon_osca	23	8	6	1	calathea_macrosepala	35
cynea_burns02	saliana_fusta	23	113	6	18	calathea_macrosepala	35
cynea_burns02	saliana_fusta	23	113	9	4	hylaeanthe_hoffmannii	14
cynea_burns02	saliana_fusta	23	113	6	18	calathea_macrosepala	35
cynea_burns02	saliana_fusta	23	113	9	4	hylaeanthe_hoffmannii	14
cynea_burns02	saliana_severus	23	52	6	9	calathea_macrosepala	35
cynea_burns02	saliana_severus	23	52	1	24	calathea_lasiostachya	26
cynea_burns02	saliana_severus	23	52	6	1	calathea_marantifolia	60
cynea_burns05	dubiella_belpa	41	47	5	9	geonoma_congesta	64
cynea_burns05	dubiella_belpa	41	47	5	6	welfia_regia	14
cynea_burns05	dubiella_belpa	41	47	5	9	geonoma_congesta	64
cynea_burns05	dubiella_belpa	41	47	5	6	welfia_regia	14
cynea_burns05	perichares_geonomaphaga	41	32	8	1	geonoma_ferruginea	38
cynea_burns05	perichares_geonomaphaga	41	32	8	1	geonoma_ferruginea	38
cynea_burns05	perichares_prestoeaphaga	41	26	6	24	prestoea_decurrens	214
cynea_burns05	stenoma_janzen142	41	48	5	13	calyptrogyne_trichostachys	34
cynea_burns05	stenoma_janzen142	41	48	8	2	geonoma_ferruginea	38
cynea_burns05	stenoma_janzen142	41	48	8	11	asterogyne_martiana	48
cynea_burns05	stenoma_janzen142	41	48	5	16	geonoma_congesta	64
cynea_burns05	stenoma_janzen142	41	48	6	6	prestoea_decurrens	214
cynea_burns05	stenoma_janzen284	41	16	5	5	geonoma_congesta	64
cynea_burns05	stenoma_janzen284	41	16	5	5	geonoma_congesta	64
cynea_cynea	cynea_megalops	142	73	8	2	renealmia_alpinia	10
cynea_cynea	cynea_megalops	142	73	70	47	renealmia_cernua	125
cynea_cynea	cynea_megalops	142	73	19	2	hedychium_coronarium	26
cynea_cynea	cynea_megalops	142	73	26	3	renealmia_aromatica	29
cynea_cynea	cynea_megalops	142	73	15	9	renealmia_mexicana	24
cynea_cynea	epargyreus_burns07	142	19	1	2	canavalia_oxyphylla	27
cynea_cynea	talides_burns04	142	272	19	1	hedychium_coronarium	26
cynea_irma	quinta_cannae	38	66	4	14	canna_indica	26
cynea_irma	quinta_cannae	38	66	18	35	calathea_lutea	97
cynea_irma	quinta_cannae	38	66	10	3	maranta_arundinacea	56
cynea_irma	rhinthon_molion	38	20	4	1	canna_indica	26
cynea_irma	rhinthon_molion	38	20	18	8	calathea_lutea	97
cynea_irma	rhinthon_molion	38	20	2	4	pleiostachya_leiostachya	11
cynea_irma	rhinthon_osca	38	8	10	1	maranta_arundinacea	56
cynea_irma	rhinthon_osca	38	8	18	2	calathea_lutea	97
cynea_irma	rhinthon_osca	38	8	1	1	stromanthe_tonckat	2
cynea_irma	saliana_fusta	38	113	3	48	calathea_marantifolia	60
cynea_irma	saliana_fusta	38	113	18	1	calathea_lutea	97
cynea_irma	saliana_fusta	38	113	10	40	maranta_arundinacea	56
cynea_irma	saliana_severus	38	52	2	5	pleiostachya_leiostachya	11
cynea_irma	saliana_severus	38	52	2	5	pleiostachya_leiostachya	11
cynea_megalops	eantis_thraso	73	26	1	7	daytime_net	106
cynea_megalops	elbella_scylla	73	35	1	2	daytime_net	106
cynea_megalops	epargyreus_burns02	73	55	1	1	daytime_net	106
cynea_megalops	euphyes_janzen01	73	48	1	1	daytime_net	106
cynea_megalops	hesperjanzen01_janzen55	73	72	1	1	daytime_net	106
cynea_megalops	jemadia_suekentonmiller	73	13	1	1	daytime_net	106
cynea_megalops	justinia_norda	73	22	1	1	daytime_net	106
cynea_megalops	morvina_fissimacula	73	16	1	1	daytime_net	106
cynea_megalops	mylon_lassia	73	28	1	2	daytime_net	106
cynea_megalops	mylon_pelopidas	73	26	1	1	daytime_net	106
cynea_megalops	nisoniades_godma	73	56	1	2	daytime_net	106
cynea_megalops	phocides_pigmaliondhj02	73	30	1	1	daytime_net	106
cynea_megalops	polyctor_polyctor	73	121	1	1	daytime_net	106
cynea_megalops	proteides_mercurius	73	27	1	1	daytime_net	106
cynea_megalops	pythonides_amaryllis	73	32	1	1	daytime_net	106
cynea_megalops	quadrus_cerialis	73	59	1	1	daytime_net	106
cynea_megalops	sostrata_bifasciata	73	82	1	1	daytime_net	106
cynea_megalops	staphylus_caribbea	73	61	1	1	daytime_net	106
cynea_megalops	staphylus_vulgata	73	79	1	2	daytime_net	106
cynea_megalops	talides_burns04	73	272	2	1	hedychium_coronarium	26
cynea_megalops	turesis_complanula	73	54	1	1	daytime_net	106
cynea_megalops	udranomia_orcinus	73	72	1	1	daytime_net	106
cynea_megalops	urbanus_dorantes	73	23	1	3	daytime_net	106
cynea_megalops	urbanus_doryssusdhj02	73	78	1	4	daytime_net	106
cynea_megalops	urbanus_proteus	73	503	1	1	daytime_net	106
cynea_megalops	urbanus_segnestami	73	259	1	1	daytime_net	106
cynea_megalops	urbanus_simplicius	73	24	1	4	daytime_net	106
cynea_megalops	urbanus_teleus	73	13	1	2	daytime_net	106
cynea_megalops	vehilius_vetula	73	15	1	1	daytime_net	106
cynea_megalops	xenophanes_tryxus	73	39	1	4	daytime_net	106
desmia_benealisdhj01	desmia_benealisdhj03	12	20	12	20	hamelia_patens	55
desmia_benealisdhj01	desmia_ploralisdhj10	12	7	12	7	hamelia_patens	55
desmia_benealisdhj01	desmia_tages	12	16	12	16	hamelia_patens	55
desmia_benealisdhj02	desmia_janzen03	60	16	30	14	drymonia_serrulata	44
desmia_benealisdhj02	desmia_janzen03	60	16	30	14	drymonia_serrulata	44
desmia_benealisdhj03	desmia_ploralisdhj10	20	7	20	7	hamelia_patens	55
desmia_benealisdhj03	desmia_tages	20	16	20	16	hamelia_patens	55
desmia_biolep06	desmia_octomaculalis	9	138	9	103	psychotria_aggregata	113
desmia_biolep06	phostria_janzen05	9	46	9	1	psychotria_aggregata	113
desmia_janzen07	desmia_janzen09	40	41	1	27	psychotria_panamensis	96
desmia_janzen07	desmia_ploralisdhj01	40	27	1	2	psychotria_panamensis	96
desmia_janzen07	desmia_ploralisdhj01	40	27	1	2	psychotria_panamensis	96
desmia_janzen07	desmia_ploralisdhj02	40	101	1	4	psychotria_panamensis	96
desmia_janzen07	desmia_ploralisdhj06	40	11	1	1	psychotria_panamensis	96
desmia_janzen07	desmia_ploralisdhj06	40	11	1	1	psychotria_panamensis	96
desmia_janzen07	desmia_ploralisdhj09	40	27	1	1	psychotria_panamensis	96
desmia_janzen07	desmia_solis19	40	68	7	1	psychotria_officinalis	15
desmia_janzen07	desmia_solis19	40	68	1	4	psychotria_lamarinensis	15
desmia_janzen07	desmia_solis19	40	68	1	32	psychotria_panamensis	96
desmia_janzen07	herpetogramma_semilaniata	40	5	4	1	aphelandra_scabra	46
desmia_janzen07	phostria_janzen03	40	10	6	3	psychotria_elata	15
desmia_janzen07	phostria_janzen05	40	46	6	4	psychotria_elata	15
desmia_janzen07	phostria_vitrifera	40	17	7	4	psychotria_officinalis	15
desmia_janzen07	phostria_vitrifera	40	17	6	2	psychotria_elata	15
desmia_janzen07	phostria_vitrifera	40	17	1	1	psychotria_panamensis	96
desmia_janzen07	syllepte_solis21	40	22	7	3	psychotria_officinalis	15
desmia_janzen07	syllepte_solis22	40	30	1	21	psychotria_panamensis	96
desmia_janzen07	trichaea_pilicornis	40	68	1	6	psychotria_panamensis	96
desmia_janzen07	trichaea_pilicornis	40	68	1	6	psychotria_panamensis	96
desmia_janzen09	desmia_octomaculalis	41	138	6	3	psychotria_grandis	35
desmia_janzen09	desmia_ploralisdhj01	41	27	27	2	psychotria_panamensis	96
desmia_janzen09	desmia_ploralisdhj01	41	27	27	2	psychotria_panamensis	96
desmia_janzen09	desmia_ploralisdhj02	41	101	27	4	psychotria_panamensis	96
desmia_janzen09	desmia_ploralisdhj02	41	101	27	4	psychotria_panamensis	96
desmia_janzen09	desmia_ploralisdhj03	41	102	7	55	psychotria_chagrensis	95
desmia_janzen09	desmia_ploralisdhj06	41	11	6	2	psychotria_grandis	35
desmia_janzen09	desmia_ploralisdhj06	41	11	7	5	psychotria_chagrensis	95
desmia_janzen09	desmia_ploralisdhj06	41	11	27	1	psychotria_panamensis	96
desmia_janzen09	desmia_ploralisdhj09	41	27	27	1	psychotria_panamensis	96
desmia_janzen09	desmia_solis19	41	68	27	32	psychotria_panamensis	96
desmia_janzen09	mimophobetron_pyropsalis	41	54	6	1	psychotria_grandis	35
desmia_janzen09	phostria_vitrifera	41	17	27	1	psychotria_panamensis	96
desmia_janzen09	syllepte_solis22	41	30	27	21	psychotria_panamensis	96
desmia_janzen09	syllepte_solis22	41	30	27	21	psychotria_panamensis	96
desmia_janzen09	tancoa_crinitadhj04	41	67	7	1	psychotria_chagrensis	95
desmia_janzen09	trichaea_pilicornis	41	68	6	14	psychotria_grandis	35
desmia_janzen09	trichaea_pilicornis	41	68	7	19	psychotria_chagrensis	95
desmia_janzen09	trichaea_pilicornis	41	68	27	6	psychotria_panamensis	96
desmia_octomaculalis	desmia_ploralis	138	3	1	1	psychotria_horizontalis	116
desmia_octomaculalis	desmia_ploralisdhj01	138	27	1	6	psychotria_horizontalis	116
desmia_octomaculalis	desmia_ploralisdhj01	138	27	3	9	psychotria_grandis	35
desmia_octomaculalis	desmia_ploralisdhj01	138	27	6	1	psychotria_uliginosa	8
desmia_octomaculalis	desmia_ploralisdhj02	138	101	1	66	psychotria_horizontalis	116
desmia_octomaculalis	desmia_ploralisdhj06	138	11	3	2	psychotria_grandis	35
desmia_octomaculalis	desmia_ploralisdhj07	138	3	1	1	psychotria_horizontalis	116
desmia_octomaculalis	desmia_ploralisdhj09	138	27	1	23	psychotria_horizontalis	116
desmia_octomaculalis	desmia_solis19	138	68	1	8	psychotria_horizontalis	116
desmia_octomaculalis	mimophobetron_pyropsalis	138	54	3	1	psychotria_grandis	35
desmia_octomaculalis	phostria_janzen05	138	46	103	1	psychotria_aggregata	113
desmia_octomaculalis	syllepte_solis22	138	30	1	4	psychotria_horizontalis	116
desmia_octomaculalis	trichaea_pilicornis	138	68	1	6	psychotria_horizontalis	116
desmia_octomaculalis	trichaea_pilicornis	138	68	1	6	psychotria_horizontalis	116
desmia_ploralis	desmia_ploralisdhj01	3	27	2	4	psychotria_nervosa	33
desmia_ploralis	desmia_ploralisdhj01	3	27	2	4	psychotria_nervosa	33
desmia_ploralis	desmia_ploralisdhj02	3	101	2	22	psychotria_nervosa	33
desmia_ploralis	desmia_ploralisdhj02	3	101	2	22	psychotria_nervosa	33
desmia_ploralis	desmia_ploralisdhj07	3	3	2	1	psychotria_nervosa	33
desmia_ploralis	desmia_ploralisdhj07	3	3	2	1	psychotria_nervosa	33
desmia_ploralis	desmia_ploralisdhj09	3	27	2	1	psychotria_nervosa	33
desmia_ploralis	desmia_ploralisdhj09	3	27	2	1	psychotria_nervosa	33
desmia_ploralis	desmia_solis19	3	68	2	2	psychotria_nervosa	33
desmia_ploralis	desmia_solis19	3	68	2	2	psychotria_nervosa	33
desmia_ploralis	syllepte_solis22	3	30	2	1	psychotria_nervosa	33
desmia_ploralis	syllepte_solis22	3	30	2	1	psychotria_nervosa	33
desmia_ploralis	trichaea_pilicornis	3	68	1	6	psychotria_horizontalis	116
desmia_ploralisdhj01	desmia_ploralisdhj02	27	101	6	66	psychotria_horizontalis	116
desmia_ploralisdhj01	desmia_ploralisdhj02	27	101	2	4	psychotria_panamensis	96
desmia_ploralisdhj01	desmia_ploralisdhj02	27	101	1	2	psychotria_graciliflora	67
desmia_ploralisdhj01	desmia_ploralisdhj02	27	101	4	22	psychotria_nervosa	33
desmia_ploralisdhj01	desmia_ploralisdhj02	27	101	1	1	psychotria_remota	9
desmia_ploralisdhj01	desmia_ploralisdhj03	27	102	1	46	psychotria_graciliflora	67
desmia_ploralisdhj01	desmia_ploralisdhj06	27	11	9	2	psychotria_grandis	35
desmia_ploralisdhj01	desmia_ploralisdhj06	27	11	2	1	psychotria_panamensis	96
desmia_ploralisdhj01	desmia_ploralisdhj06	27	11	9	2	psychotria_grandis	35
desmia_ploralisdhj01	desmia_ploralisdhj06	27	11	2	1	psychotria_panamensis	96
desmia_ploralisdhj01	desmia_ploralisdhj07	27	3	6	1	psychotria_horizontalis	116
desmia_ploralisdhj01	desmia_ploralisdhj07	27	3	1	1	psychotria_graciliflora	67
desmia_ploralisdhj01	desmia_ploralisdhj07	27	3	4	1	psychotria_nervosa	33
desmia_ploralisdhj01	desmia_ploralisdhj09	27	27	4	1	psychotria_nervosa	33
desmia_ploralisdhj01	desmia_ploralisdhj09	27	27	6	23	psychotria_horizontalis	116
desmia_ploralisdhj01	desmia_ploralisdhj09	27	27	2	1	psychotria_panamensis	96
desmia_ploralisdhj01	desmia_solis19	27	68	6	8	psychotria_horizontalis	116
desmia_ploralisdhj01	desmia_solis19	27	68	4	2	psychotria_nervosa	33
desmia_ploralisdhj01	desmia_solis19	27	68	1	5	psychotria_remota	9
desmia_ploralisdhj01	desmia_solis19	27	68	6	8	psychotria_horizontalis	116
desmia_ploralisdhj01	desmia_solis19	27	68	4	2	psychotria_nervosa	33
desmia_ploralisdhj01	desmia_solis19	27	68	1	5	psychotria_remota	9
desmia_ploralisdhj01	mimophobetron_pyropsalis	27	54	9	1	psychotria_grandis	35
desmia_ploralisdhj01	phostria_janzen05	27	46	1	1	psychotria_graciliflora	67
desmia_ploralisdhj01	phostria_vitrifera	27	17	2	1	psychotria_panamensis	96
desmia_ploralisdhj01	syllepte_solis22	27	30	4	1	psychotria_nervosa	33
desmia_ploralisdhj01	syllepte_solis22	27	30	1	1	psychotria_remota	9
desmia_ploralisdhj01	syllepte_solis22	27	30	4	1	psychotria_nervosa	33
desmia_ploralisdhj01	syllepte_solis22	27	30	1	1	psychotria_remota	9
desmia_ploralisdhj01	trichaea_pilicornis	27	68	9	14	psychotria_grandis	35
desmia_ploralisdhj01	trichaea_pilicornis	27	68	1	8	psychotria_lamarinensis	15
desmia_ploralisdhj01	trichaea_pilicornis	27	68	1	1	psychotria_remota	9
desmia_ploralisdhj01	trichaea_pilicornis	27	68	9	14	psychotria_grandis	35
desmia_ploralisdhj01	trichaea_pilicornis	27	68	1	8	psychotria_lamarinensis	15
desmia_ploralisdhj01	trichaea_pilicornis	27	68	1	1	psychotria_remota	9
desmia_ploralisdhj02	desmia_ploralisdhj03	101	102	2	46	psychotria_graciliflora	67
desmia_ploralisdhj02	desmia_ploralisdhj03	101	102	2	46	psychotria_graciliflora	67
desmia_ploralisdhj02	desmia_ploralisdhj06	101	11	2	2	psychotria_graciliflora	67
desmia_ploralisdhj02	desmia_ploralisdhj06	101	11	5	5	psychotria_chagrensis	95
desmia_ploralisdhj02	desmia_ploralisdhj06	101	11	4	1	psychotria_panamensis	96
desmia_ploralisdhj02	desmia_ploralisdhj07	101	3	66	1	psychotria_horizontalis	116
desmia_ploralisdhj02	desmia_ploralisdhj07	101	3	2	1	psychotria_graciliflora	67
desmia_ploralisdhj02	desmia_ploralisdhj07	101	3	22	1	psychotria_nervosa	33
desmia_ploralisdhj02	desmia_ploralisdhj09	101	27	22	1	psychotria_nervosa	33
desmia_ploralisdhj02	desmia_ploralisdhj09	101	27	66	23	psychotria_horizontalis	116
desmia_ploralisdhj02	desmia_ploralisdhj09	101	27	4	1	psychotria_panamensis	96
desmia_ploralisdhj02	desmia_solis100	101	149	1	5	ludwigia_affinis	6
desmia_ploralisdhj02	desmia_solis19	101	68	66	8	psychotria_horizontalis	116
desmia_ploralisdhj02	desmia_solis19	101	68	4	32	psychotria_panamensis	96
